Input,Output,PMID
_BLANKP_ _METHOD_ and _BLANKP_ _BLANKM_ localized exclusively to the _LOCATION_ as previously reported whereas _PROTEIN_ _BLANKM_ localized to both the _BLANKL_ and the _BLANKL_ .,N,22912871
_BLANKP_ _METHOD_ and _BLANKP_ _BLANKM_ localized exclusively to the _BLANKL_ as previously reported whereas _PROTEIN_ _BLANKM_ localized to both the _LOCATION_ and the _BLANKL_ .,N,22912871
_BLANKP_ _METHOD_ and _BLANKP_ _BLANKM_ localized exclusively to the _BLANKL_ as previously reported whereas _PROTEIN_ _BLANKM_ localized to both the _BLANKL_ and the _LOCATION_ .,N,22912871
_BLANKP_ _BLANKM_ and _BLANKP_ _METHOD_ localized exclusively to the _LOCATION_ as previously reported whereas _PROTEIN_ _BLANKM_ localized to both the _BLANKL_ and the _BLANKL_ .,N,22912871
_BLANKP_ _BLANKM_ and _BLANKP_ _METHOD_ localized exclusively to the _BLANKL_ as previously reported whereas _PROTEIN_ _BLANKM_ localized to both the _LOCATION_ and the _BLANKL_ .,N,22912871
_BLANKP_ _BLANKM_ and _BLANKP_ _METHOD_ localized exclusively to the _BLANKL_ as previously reported whereas _PROTEIN_ _BLANKM_ localized to both the _BLANKL_ and the _LOCATION_ .,N,22912871
_BLANKP_ _BLANKM_ and _BLANKP_ _BLANKM_ localized exclusively to the _LOCATION_ as previously reported whereas _PROTEIN_ _METHOD_ localized to both the _BLANKL_ and the _BLANKL_ .,N,22912871
while the wild type _PROTEIN_ _METHOD_ was localized to the _LOCATION_ and endocytosed upon d glucose treatment the mutant or remained at the plasma membrane with d glucose in both stable and transient expression,Y,22940907
an analogous co localization analysis of _PROTEIN_ _METHOD_ and the golgi marker nag mturquoise showed that only a small fraction of the myosin pool was associated with _LOCATION_ .,Y,22969781
this distribution pattern suggested that most of the _PROTEIN_ _METHOD_ pool is associated with _LOCATION_ whereas a relatively small fraction of myosin was present elsewhere in _BLANKL_ .,Y,22969781
interestingly although most of the _PROTEIN_ _METHOD_ co localized with _LOCATION_ a smaller fraction of er overlapped with myosin .,Y,22969781
furthermore the fraction of _PROTEIN_ _METHOD_ overlapping _LOCATION_ was only as defined by manders coefficient .,Y,22969781
this distribution pattern suggested that most of the _PROTEIN_ _METHOD_ pool is associated with _BLANKL_ whereas a relatively small fraction of myosin was present elsewhere in _LOCATION_ .,Y,22969781
analysis of _PROTEIN_ _METHOD_ co localization with the _LOCATION_ _BLANKP_ marker revealed a dramatically different picture of an extensive overlap .,Y,22969781
analysis of _BLANKP_ _METHOD_ co localization with the _LOCATION_ _PROTEIN_ marker revealed a dramatically different picture of an extensive overlap .,N,22969781
the analysis of _PROTEIN_ _METHOD_ fluorescence in planta supported an exclusively _LOCATION_ localisation of .,Y,23062072
analysis of gfp fluorescence in isolated protoplasts and in mesophyll cells revealed a uniform _LOCATION_ distribution of _PROTEIN_ _METHOD_ under both hypoosmotic and hyperosmotic conditions .,Y,23062072
expression of _PROTEIN_ _METHOD_ under the control of the endogenous promoter was able to restore growth of homozygous mutant embryos . the analysis of _BLANKP_ _BLANKM_ fluorescence in planta supported an exclusively _LOCATION_ localisation of .,N,23062072
expression of _PROTEIN_ _BLANKM_ under the control of the endogenous promoter was able to restore growth of homozygous mutant embryos . the analysis of _BLANKP_ _METHOD_ fluorescence in planta supported an exclusively _LOCATION_ localisation of .,N,23062072
expression of _BLANKP_ _METHOD_ under the control of the endogenous promoter was able to restore growth of homozygous mutant embryos . the analysis of _PROTEIN_ _BLANKM_ fluorescence in planta supported an exclusively _LOCATION_ localisation of .,N,23062072
_METHOD_ tagged _PROTEIN_ under the control of a promoter was localised in the _LOCATION_ and the cell periphery of nicotiana tabacum leaf explants .,Y,23133621
constitutively overexpressed or _PROTEIN_ _METHOD_ are efficiently sorted to the _LOCATION_ indicating that the protein is approved by the _BLANKL_ quality control .,Y,23162563
constitutively overexpressed or _PROTEIN_ _METHOD_ are efficiently sorted to the _BLANKL_ indicating that the protein is approved by the _LOCATION_ quality control .,Y,23162563
the distributions of _PROTEIN_ _METHOD_ and the _LOCATION_ aquaporin were similar and they markedly differed from those of the plasma membrane aquaporin or the endoplasmic reticulum marker .,N,23162563
_PROTEIN_ were fused to end of the _METHOD_ encoding sequence . the co localization of chlorophyll and gfp fluorescence observed for all three riba gfp fusions clearly demonstrates that all atriba n termini contain _LOCATION_,Y,23203051
for all protein interactions involving _PROTEIN_ and _BLANKP_ the _METHOD_ signal was restricted to the _LOCATION_ whereas all other f box ask protein combinations were observed in both the cytoplasm and the nucleus .,Y,23226441
we observed no overlap between the yfp and chlorophyll auto fluorescence signals suggesting that the extra nuclear _METHOD_ _PROTEIN_ fusion protein does not detectably localize to the chloroplast and largely accumulates in the _LOCATION_ .,Y,23226441
the _METHOD_ _PROTEIN_ protein fusion when expressed in transgenic arabidopsis was found to apparently aggregate predominantly in the _LOCATION_ of epidermal leaf cells resulting in highly localized and intense yfp signals .,Y,23226441
taken together and in agreement with previous studies described for _METHOD_ _PROTEIN_ proteins accumulate in both the _LOCATION_ and the _BLANKL_ in epidermal leaf cells of arabidopsis .,Y,23226441
for all protein interactions involving _BLANKP_ and _PROTEIN_ the _METHOD_ signal was restricted to the _LOCATION_ whereas all other f box ask protein combinations were observed in both the cytoplasm and the nucleus .,Y,23226441
taken together and in agreement with previous studies described for _METHOD_ _PROTEIN_ proteins accumulate in both the _BLANKL_ and the _LOCATION_ in epidermal leaf cells of arabidopsis .,Y,23226441
this same pattern of yfp fusion protein accumulation in the _LOCATION_ and _BLANKL_ with no significant localization to chloroplasts was reiterated across all other _METHOD_ _PROTEIN_ gene fusions assessed with the exception of .,Y,23226441
this same pattern of yfp fusion protein accumulation in the _BLANKL_ and _LOCATION_ with no significant localization to chloroplasts was reiterated across all other _METHOD_ _PROTEIN_ gene fusions assessed with the exception of .,Y,23226441
green fluorescent protein fused _BLANKP_ _PROTEIN_ _METHOD_ was found in the _LOCATION_ through transient,Y,23268310
green fluorescent protein fused _PROTEIN_ _BLANKP_ _METHOD_ was found in the _LOCATION_ through transient,N,23268310
and _PROTEIN_ _METHOD_ tagged exocyst subunits did not exhibit such behavior and their signal persisted completely at the _LOCATION_ .,Y,23283982
_METHOD_ _PROTEIN_ localizes to the lateral _BLANKL_ and _LOCATION_ in the wild type and phenotypic wild type cells .,Y,23283982
in both lines the _METHOD_ _PROTEIN_ localization differed dramatically from the wild type the lateral pm signal was lost and the protein was present in the _LOCATION_ and the _BLANKL_ .,Y,23283982
in both lines the _METHOD_ _PROTEIN_ localization differed dramatically from the wild type the lateral pm signal was lost and the protein was present in the _BLANKL_ and the _LOCATION_ .,Y,23283982
clsm section of arabidopsis root expressing _PROTEIN_ _METHOD_ . the signal decorates outer epidermal _LOCATION_ .,Y,23283982
in root epidermal cells _METHOD_ tagged _PROTEIN_ is partitioned between the _LOCATION_ and _BLANKL_ .,Y,23283982
in and exocyst mutants _METHOD_ _PROTEIN_ localization to the lateral _LOCATION_ decreases and in turn the signal of _BLANKL_ increases .,Y,23283982
_METHOD_ _PROTEIN_ localizes to the lateral _LOCATION_ and _BLANKL_ in the wild type and phenotypic wild type cells .,Y,23283982
in root epidermal cells _METHOD_ tagged _PROTEIN_ is partitioned between the _BLANKL_ and _LOCATION_ .,Y,23283982
in and exocyst mutants _METHOD_ _PROTEIN_ localization to the lateral _BLANKL_ decreases and in turn the signal of _LOCATION_ increases .,Y,23283982
_METHOD_ _PROTEIN_ localizes to the lateral _BLANKL_ and _BLANKL_ in the wild type and phenotypic wild type cells . in and exocyst mutants _BLANKM_ _BLANKP_ localization to the lateral _LOCATION_ decreases and in turn the signal of _BLANKL_ increases .,N,23283982
_METHOD_ _PROTEIN_ localizes to the lateral _BLANKL_ and _BLANKL_ in the wild type and phenotypic wild type cells . in and exocyst mutants _BLANKM_ _BLANKP_ localization to the lateral _BLANKL_ decreases and in turn the signal of _LOCATION_ increases .,N,23283982
_BLANKM_ _PROTEIN_ localizes to the lateral _LOCATION_ and _BLANKL_ in the wild type and phenotypic wild type cells . in and exocyst mutants _METHOD_ _BLANKP_ localization to the lateral _BLANKL_ decreases and in turn the signal of _BLANKL_ increases .,N,23283982
_BLANKM_ _PROTEIN_ localizes to the lateral _BLANKL_ and _LOCATION_ in the wild type and phenotypic wild type cells . in and exocyst mutants _METHOD_ _BLANKP_ localization to the lateral _BLANKL_ decreases and in turn the signal of _BLANKL_ increases .,N,23283982
_BLANKM_ _PROTEIN_ localizes to the lateral _BLANKL_ and _BLANKL_ in the wild type and phenotypic wild type cells . in and exocyst mutants _METHOD_ _BLANKP_ localization to the lateral _LOCATION_ decreases and in turn the signal of _BLANKL_ increases .,N,23283982
_BLANKM_ _PROTEIN_ localizes to the lateral _BLANKL_ and _BLANKL_ in the wild type and phenotypic wild type cells . in and exocyst mutants _METHOD_ _BLANKP_ localization to the lateral _BLANKL_ decreases and in turn the signal of _LOCATION_ increases .,N,23283982
_METHOD_ _BLANKP_ localizes to the lateral _LOCATION_ and _BLANKL_ in the wild type and phenotypic wild type cells . in and exocyst mutants _BLANKM_ _PROTEIN_ localization to the lateral _BLANKL_ decreases and in turn the signal of _BLANKL_ increases .,N,23283982
_METHOD_ _BLANKP_ localizes to the lateral _BLANKL_ and _LOCATION_ in the wild type and phenotypic wild type cells . in and exocyst mutants _BLANKM_ _PROTEIN_ localization to the lateral _BLANKL_ decreases and in turn the signal of _BLANKL_ increases .,N,23283982
_METHOD_ _BLANKP_ localizes to the lateral _BLANKL_ and _BLANKL_ in the wild type and phenotypic wild type cells . in and exocyst mutants _BLANKM_ _PROTEIN_ localization to the lateral _LOCATION_ decreases and in turn the signal of _BLANKL_ increases .,N,23283982
_METHOD_ _BLANKP_ localizes to the lateral _BLANKL_ and _BLANKL_ in the wild type and phenotypic wild type cells . in and exocyst mutants _BLANKM_ _PROTEIN_ localization to the lateral _BLANKL_ decreases and in turn the signal of _LOCATION_ increases .,N,23283982
_BLANKM_ _BLANKP_ localizes to the lateral _LOCATION_ and _BLANKL_ in the wild type and phenotypic wild type cells . in and exocyst mutants _METHOD_ _PROTEIN_ localization to the lateral _BLANKL_ decreases and in turn the signal of _BLANKL_ increases .,N,23283982
_BLANKM_ _BLANKP_ localizes to the lateral _BLANKL_ and _LOCATION_ in the wild type and phenotypic wild type cells . in and exocyst mutants _METHOD_ _PROTEIN_ localization to the lateral _BLANKL_ decreases and in turn the signal of _BLANKL_ increases .,N,23283982
figure time lapse images of _PROTEIN_ _METHOD_ aggregates with respect to the _LOCATION_ .,Y,23316205
an identical _LOCATION_ localization pattern was observed also in the arabidopsis protoplasts expressing split _METHOD_ fused _BLANKP_ and/or _PROTEIN_ reflecting the homo and heterooligomerization of its subunits respectively .,Y,23316205
time lapse images of the gapdh aggregates in relation to the actin cytoskeleton show _PROTEIN_ _METHOD_ aggregates moving along _LOCATION_ .,Y,23316205
beside this cytosolic compartmentation _BLANKP_ and _BLANKP_ interacted also in a locally accumulated way in some cases close to the stained _BLANKL_ which correlated with the microscopic observations regarding potential _LOCATION_ association of _PROTEIN_ _METHOD_,Y,23316205
during microscopic imaging with clsm meta it turned out that by down regulation of the detector the bleeding through artifacts could be removed allowing visualization of the stronger _PROTEIN_ _METHOD_ foci only with respect to the stained _LOCATION_ .,Y,23316205
an identical _LOCATION_ localization pattern was observed also in the arabidopsis protoplasts expressing split _METHOD_ fused _PROTEIN_ and/or _BLANKP_ reflecting the homo and heterooligomerization of its subunits respectively .,Y,23316205
the _LOCATION_ aggregates of _PROTEIN_ _METHOD_ seemed to vary with regard of their size shape and amount .,Y,23316205
figure time lapse images of _PROTEIN_ _METHOD_ aggregates with respect to the _BLANKL_ . time lapse images of the gapdh aggregates in relation to the actin cytoskeleton show _BLANKP_ _BLANKM_ aggregates moving along _LOCATION_ .,N,23316205
figure time lapse images of _PROTEIN_ _BLANKM_ aggregates with respect to the _LOCATION_ . time lapse images of the gapdh aggregates in relation to the actin cytoskeleton show _BLANKP_ _METHOD_ aggregates moving along _BLANKL_ .,N,23316205
figure time lapse images of _PROTEIN_ _BLANKM_ aggregates with respect to the _BLANKL_ . time lapse images of the gapdh aggregates in relation to the actin cytoskeleton show _BLANKP_ _METHOD_ aggregates moving along _LOCATION_ .,N,23316205
figure time lapse images of _BLANKP_ _METHOD_ aggregates with respect to the _LOCATION_ . time lapse images of the gapdh aggregates in relation to the actin cytoskeleton show _PROTEIN_ _BLANKM_ aggregates moving along _BLANKL_ .,N,23316205
figure time lapse images of _BLANKP_ _METHOD_ aggregates with respect to the _BLANKL_ . time lapse images of the gapdh aggregates in relation to the actin cytoskeleton show _PROTEIN_ _BLANKM_ aggregates moving along _LOCATION_ .,N,23316205
figure time lapse images of _BLANKP_ _BLANKM_ aggregates with respect to the _LOCATION_ . time lapse images of the gapdh aggregates in relation to the actin cytoskeleton show _PROTEIN_ _METHOD_ aggregates moving along _BLANKL_ .,N,23316205
beside this cytosolic compartmentation _PROTEIN_ and _BLANKP_ interacted also in a locally accumulated way in some cases close to the stained _LOCATION_ which correlated with the microscopic observations regarding potential _BLANKL_ association of _BLANKP_ _METHOD_,N,23316205
beside this cytosolic compartmentation _PROTEIN_ and _BLANKP_ interacted also in a locally accumulated way in some cases close to the stained _BLANKL_ which correlated with the microscopic observations regarding potential _LOCATION_ association of _BLANKP_ _METHOD_,N,23316205
beside this cytosolic compartmentation _BLANKP_ and _PROTEIN_ interacted also in a locally accumulated way in some cases close to the stained _LOCATION_ which correlated with the microscopic observations regarding potential _BLANKL_ association of _BLANKP_ _METHOD_,N,23316205
beside this cytosolic compartmentation _BLANKP_ and _PROTEIN_ interacted also in a locally accumulated way in some cases close to the stained _BLANKL_ which correlated with the microscopic observations regarding potential _LOCATION_ association of _BLANKP_ _METHOD_,N,23316205
beside this cytosolic compartmentation _BLANKP_ and _BLANKP_ interacted also in a locally accumulated way in some cases close to the stained _LOCATION_ which correlated with the microscopic observations regarding potential _BLANKL_ association of _PROTEIN_ _METHOD_,N,23316205
the _LOCATION_ aggregates of _PROTEIN_ _BLANKM_ seemed to vary with regard of their size shape and amount . a higher magnification resulted in a better resolution of the foci like spots showing their branched constitution in several cases _BLANKP_ _METHOD_,N,23316205
the _LOCATION_ aggregates of _BLANKP_ _METHOD_ seemed to vary with regard of their size shape and amount . a higher magnification resulted in a better resolution of the foci like spots showing their branched constitution in several cases _PROTEIN_ _BLANKM_,N,23316205
the _LOCATION_ aggregates of _BLANKP_ _BLANKM_ seemed to vary with regard of their size shape and amount . a higher magnification resulted in a better resolution of the foci like spots showing their branched constitution in several cases _PROTEIN_ _METHOD_,N,23316205
upon co expression of _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ in tobacco leaves red fluorescence from the latter protein was equally distributed between the _LOCATION_ and the _BLANKL_ and was localized near the plasma membrane .,Y,23385145
_PROTEIN_ c _METHOD_ accumulated in the _LOCATION_ rather than in the cytosol of mesophyll protoplasts and epidermal cells .,Y,23385145
similarly an n terminal fusion of gfp resulted in _LOCATION_ localization of _METHOD_ _PROTEIN_ .,Y,23385145
upon co expression of _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ in tobacco leaves red fluorescence from the latter protein was equally distributed between the _BLANKL_ and the _LOCATION_ and was localized near the plasma membrane .,Y,23385145
gfp fluorescence was detected in the _LOCATION_ of mesophyll protoplasts and epidermal cells of nicotiana benthamiana expressing a _PROTEIN_ _METHOD_ fusion protein .,Y,23385145
_LOCATION_ and intracellular gfp fluorescence of _PROTEIN_ _METHOD_ fusion proteins or bifc signals from interaction with cam .,Y,23385145
_PROTEIN_ is localized in the _LOCATION_ and interacts with calmodulin in vivo green fluorescent protein _METHOD_ and _BLANKM_ fusion proteins were used to monitor the cellular distribution of _BLANKP_ and _BLANKP_ proteins respectively .,N,23385145
_PROTEIN_ is localized in the _LOCATION_ and interacts with calmodulin in vivo green fluorescent protein _BLANKM_ and _METHOD_ fusion proteins were used to monitor the cellular distribution of _BLANKP_ and _BLANKP_ proteins respectively .,N,23385145
